example_id                                                | status | run_time        |
--------------------------------------------------------- | ------ | --------------- |
./spec/controllers/static_pages_controller_spec.rb[1:1:1] | passed | 0.03007 seconds |
./spec/controllers/static_pages_controller_spec.rb[1:2:1] | passed | 0.03024 seconds |
./spec/controllers/static_pages_controller_spec.rb[1:3:1] | passed | 0.05323 seconds |
./spec/controllers/static_pages_controller_spec.rb[1:4:1] | passed | 0.12891 seconds |
./spec/features/user_visits_about_page_spec.rb[1:1]       | passed | 1.66 seconds    |
./spec/features/user_visits_contact_page_spec.rb[1:1]     | passed | 0.20961 seconds |
./spec/features/user_visits_homepage_spec.rb[1:1]         | passed | 0.08429 seconds |
./spec/features/user_visits_privacy_page_spec.rb[1:1]     | passed | 0.16134 seconds |
